,C,normalized,train,test,std
0,0.01,False,0.5176296296296296,0.492,0.028409701003550017
1,0.011231045018329522,False,0.5177037037037036,0.492,0.027292652653944954
2,0.012613637220374436,False,0.5178518518518518,0.4926666666666667,0.02723559762108732
3,0.014166432746690208,False,0.5175555555555555,0.49466666666666664,0.02840970100355002
4,0.015910384392721525,False,0.5173333333333334,0.49400000000000005,0.02772083051505573
5,0.017869024337358284,False,0.5179259259259259,0.4966666666666667,0.026708300832013514
6,0.020068781676649675,False,0.5180740740740741,0.4946666666666667,0.02381409479932234
7,0.022539339047347912,False,0.5186666666666666,0.4960000000000001,0.02407396011369039
8,0.02531403315241567,False,0.5182962962962963,0.4946666666666667,0.024184476196289408
9,0.028430304593026635,False,0.5181481481481481,0.4953333333333333,0.024953289696283867
10,0.031930203076910274,False,0.5191851851851852,0.49400000000000005,0.024485823562942616
11,0.03586095482011831,False,0.5195555555555555,0.4933333333333333,0.02385139175999776
12,0.040275599798502974,False,0.5201481481481481,0.4933333333333333,0.02385139175999776
13,0.04523370744772101,False,0.5212592592592593,0.49466666666666664,0.024908722256359202
14,0.05080218046913023,False,0.5217037037037037,0.49399999999999994,0.02502443250549794
15,0.057056157587810206,False,0.5219259259259259,0.49399999999999994,0.02520141089524774
16,0.06408002744416,False,0.5227407407407407,0.4926666666666666,0.024846193538112304
17,0.07196856730011521,False,0.5235555555555556,0.4946666666666667,0.0256124969497314
18,0.08082822192522715,False,0.524,0.49399999999999994,0.025725041842099654
19,0.09077853991937558,False,0.5247407407407407,0.4973333333333333,0.02602562839459085
20,0.10195378685327301,False,0.5248148148148148,0.5006666666666666,0.02835489375751565
21,0.11450475699382819,False,0.5253333333333333,0.5,0.028126697479638654
22,0.12860080806105664,False,0.5261481481481483,0.49800000000000005,0.028913664589601925
23,0.14443214647272812,False,0.5268148148148148,0.49866666666666665,0.030228757463345683
24,0.16221239391291728,False,0.5272592592592593,0.5013333333333334,0.02902872140943632
25,0.18218146985669748,False,0.5282962962962964,0.5053333333333333,0.02948445918332797
26,0.2046088289466012,False,0.528888888888889,0.5046666666666666,0.028759539480163982
27,0.22979709690469627,False,0.528888888888889,0.506,0.028039654459750787
28,0.2580861540418075,False,0.5285925925925927,0.5066666666666666,0.027487370837451067
29,0.2898577214651068,False,0.5287407407407407,0.5066666666666666,0.025991451586157246
30,0.3255405118685032,False,0.5293333333333334,0.504,0.027519689920733732
31,0.36561601440851954,False,0.5297777777777777,0.5046666666666667,0.02650786046942807
32,0.4106249917244298,False,0.53,0.5046666666666667,0.02548201980482186
33,0.46117477677082586,False,0.5300740740740741,0.5033333333333333,0.025166114784235843
34,0.5179474679231213,False,0.5303703703703703,0.5033333333333333,0.024630604269214894
35,0.5817091329374358,False,0.5305185185185186,0.504,0.02568181371234429
36,0.6533201459593774,False,0.5303703703703705,0.504,0.0265329983228432
37,0.7337467970651381,False,0.5300740740740741,0.5040000000000001,0.02533333333333333
38,0.8240743309893661,False,0.5306666666666666,0.5033333333333334,0.026034165586355507
39,0.9255215909791353,False,0.5316296296296296,0.5026666666666667,0.025854292572887086
40,1.0394574653722626,False,0.530962962962963,0.5033333333333334,0.026034165586355507
41,1.1674193588234587,False,0.5310370370370371,0.5026666666666667,0.025333333333333326
42,1.3111339374215643,False,0.530888888888889,0.5013333333333334,0.026465910988372275
43,1.4725404276241223,False,0.5312592592592592,0.5,0.027808871486152277
44,1.6538167833956732,False,0.5317777777777778,0.5013333333333333,0.028720878971384017
45,1.8574090746385719,False,0.5325925925925926,0.502,0.03333999933346664
46,2.0860644934719588,False,0.5328888888888889,0.5006666666666667,0.03244824939636788
47,2.342868423732233,False,0.5327407407407408,0.4986666666666667,0.032221455929585516
48,2.6312860738959447,False,0.533037037037037,0.5000000000000001,0.031411250638372655
49,2.955209235202888,False,0.5331851851851853,0.5006666666666667,0.03090487196399802
50,3.319008795914677,False,0.5336296296296297,0.5013333333333334,0.030375428666385377
51,3.7275937203149416,False,0.5331851851851852,0.5026666666666667,0.03241398874971525
52,4.186477288289951,False,0.5335555555555556,0.502,0.03293765153876168
53,4.701851489299856,False,0.5333333333333334,0.5000000000000001,0.032659863237109045
54,5.280670574582637,False,0.5333333333333332,0.5000000000000001,0.032249030993194205
55,5.930744895010559,False,0.5327407407407407,0.5006666666666668,0.033126021996812915
56,6.660846290809161,False,0.5328148148148147,0.49466666666666664,0.03290390047800819
57,7.480826455225086,False,0.5334074074074074,0.5,0.03464101615137755
58,8.401749869294344,False,0.5323703703703704,0.502,0.029970355723985365
59,9.43604310147889,False,0.5321481481481481,0.4926666666666667,0.03752924785343353
60,10.597662486760708,False,0.529037037037037,0.49800000000000005,0.03386902878901477
61,11.902282447787156,False,0.53,0.4926666666666667,0.03508085897846099
62,13.367506999197078,False,0.528148148148148,0.4926666666666667,0.04436715501859956
63,15.013107289081743,False,0.5297777777777777,0.49866666666666665,0.036000000000000004
64,16.861288382868803,False,0.5255555555555556,0.49333333333333335,0.03211091887677945
65,18.936988889503603,False,0.5215555555555556,0.4833333333333333,0.043127717305695645
66,21.268217472962103,False,0.5225185185185185,0.4946666666666667,0.03768878406694019
67,23.88643078984598,False,0.5214814814814814,0.49000000000000005,0.044347115652166896
68,26.826957952797272,False,0.517037037037037,0.48200000000000004,0.04163865725233918
69,30.12947724726992,False,0.517037037037037,0.49333333333333335,0.030840089349921013
70,33.83855153428233,False,0.516074074074074,0.48066666666666674,0.03869539162915054
71,38.00422956365886,False,0.5168148148148148,0.4886666666666667,0.038649421441695316
72,42.68272131163821,False,0.515037037037037,0.48666666666666664,0.04299870799092559
73,47.93715645558219,False,0.5147407407407407,0.48266666666666663,0.0417612260356422
74,53.83843622033489,False,0.5151851851851852,0.4846666666666667,0.032530327730015615
75,60.46619009070436,False,0.5151851851851852,0.48666666666666664,0.03211091887677944
76,67.90985029955714,False,0.5162222222222222,0.48999999999999994,0.031162655713387315
77,76.26985859023443,False,0.5188148148148148,0.49400000000000005,0.0298812464413533
78,85.659021536855,False,0.5196296296296297,0.492,0.03222145592958553
79,96.2040327106476,False,0.5186666666666666,0.49000000000000005,0.02481039208790454
80,108.04718223181285,False,0.5176296296296296,0.49733333333333335,0.03213858878185051
81,121.34827677491431,False,0.516962962962963,0.4873333333333334,0.03469870314579495
82,136.28679593557754,False,0.5145185185185186,0.4906666666666667,0.031012542265634692
83,153.06431405563595,False,0.5091851851851852,0.4886666666666667,0.03011828532820405
84,171.90722018585745,False,0.5058518518518519,0.4880000000000001,0.02526306042866189
85,193.06977288832496,False,0.49437037037037035,0.4686666666666667,0.027333333333333345
86,216.8375310987433,False,0.5054814814814815,0.4873333333333333,0.03352610922848042
87,243.53120734334175,False,0.489925925925926,0.4633333333333334,0.02784879809894056
88,273.5109953041211,False,0.48970370370370364,0.47733333333333344,0.03309246305597563
89,307.18143012686966,False,0.4680000000000001,0.45066666666666666,0.03773592452822642
90,344.99684705497157,False,0.47259259259259256,0.44400000000000006,0.030724582991474424
91,387.4675120456128,False,0.4577037037037037,0.4453333333333333,0.03838981346370126
92,435.16650709244203,False,0.4482222222222222,0.4293333333333333,0.026195843605851324
93,488.73746316244274,False,0.4383703703703704,0.41933333333333334,0.03570869797557889
94,548.9032450921558,False,0.421037037037037,0.43866666666666665,0.039191835884530846
95,616.4757056337161,False,0.4308148148148148,0.40333333333333343,0.04553387017741116
96,692.3666402678734,False,0.42407407407407405,0.4053333333333334,0.04450218471540969
97,777.6000906038043,False,0.4018518518518519,0.3953333333333333,0.053835139288593126
98,873.3261623828438,False,0.38688888888888895,0.3753333333333334,0.05060083442438913
99,980.8365445406671,False,0.3936296296296296,0.3833333333333333,0.051229331875835005
100,1101.5819387358995,False,0.382,0.356,0.040353989201124145
101,1237.191634532162,False,0.39451851851851855,0.3713333333333333,0.06197131953125126
102,1389.4954943731389,False,0.3631851851851852,0.36466666666666664,0.04300387579432037
103,1560.5486450070748,False,0.3547407407407407,0.36266666666666664,0.03690227334159479
104,1752.6592085367583,False,0.3711851851851852,0.3626666666666667,0.049995555358007135
