,C,normalized,train,test,std
0,0.01,False,0.5226666666666666,0.5033333333333333,0.027365834335698384
1,0.011231045018329522,False,0.5234074074074074,0.5013333333333334,0.026127890589687227
2,0.012613637220374436,False,0.5242962962962963,0.4993333333333333,0.027071920672329264
3,0.014166432746690208,False,0.5255555555555554,0.4999999999999999,0.02732520204255892
4,0.015910384392721525,False,0.5263703703703703,0.49866666666666654,0.02578543947441829
5,0.017869024337358284,False,0.526074074074074,0.49799999999999994,0.025130769099961026
6,0.020068781676649675,False,0.5268888888888889,0.49866666666666665,0.023247461032216938
7,0.022539339047347912,False,0.5277037037037038,0.4999999999999999,0.023285665595430643
8,0.02531403315241567,False,0.5291111111111111,0.4999999999999999,0.02290075204975689
9,0.028430304593026635,False,0.5297037037037037,0.49933333333333324,0.024485823562942613
10,0.031930203076910274,False,0.5302962962962963,0.49933333333333324,0.026574841903993
11,0.03586095482011831,False,0.5308888888888889,0.49866666666666665,0.02902872140943633
12,0.040275599798502974,False,0.5318518518518518,0.5006666666666668,0.03231098884280704
13,0.04523370744772101,False,0.5322962962962963,0.5013333333333333,0.03249615361854384
14,0.05080218046913023,False,0.5330370370370371,0.5013333333333333,0.030228757463345676
15,0.057056157587810206,False,0.534074074074074,0.5033333333333333,0.0302948473800047
16,0.06408002744416,False,0.5351111111111111,0.5013333333333334,0.02993325909419153
17,0.07196856730011521,False,0.5358518518518518,0.5013333333333334,0.02825282680055611
18,0.08082822192522715,False,0.5374074074074074,0.5013333333333334,0.0288752104369436
19,0.09077853991937558,False,0.5397037037037037,0.5053333333333334,0.028409701003550013
20,0.10195378685327301,False,0.5408148148148149,0.5066666666666666,0.02581988897471609
21,0.11450475699382819,False,0.5417777777777777,0.5046666666666666,0.024046251729161895
22,0.12860080806105664,False,0.5438518518518518,0.5039999999999999,0.025333333333333326
23,0.14443214647272812,False,0.5454814814814815,0.506,0.026741561493508766
24,0.16221239391291728,False,0.5476296296296297,0.5046666666666667,0.027656624683588715
25,0.18218146985669748,False,0.5487407407407408,0.5046666666666667,0.0308472941366914
26,0.2046088289466012,False,0.5498518518518519,0.5086666666666667,0.03464743056049676
27,0.22979709690469627,False,0.5506666666666666,0.5133333333333334,0.03252349578040126
28,0.2580861540418075,False,0.5516296296296296,0.5146666666666667,0.03066666666666668
29,0.2898577214651068,False,0.5531851851851852,0.514,0.03457037909990448
30,0.3255405118685032,False,0.5542962962962963,0.5126666666666667,0.03175601430350548
31,0.36561601440851954,False,0.557037037037037,0.512,0.031524241113431696
32,0.4106249917244298,False,0.5588148148148148,0.5153333333333333,0.03565887765417688
33,0.46117477677082586,False,0.5614074074074075,0.514,0.035832945734337825
34,0.5179474679231213,False,0.5634814814814815,0.5173333333333333,0.038087618285561856
35,0.5817091329374358,False,0.5658518518518518,0.5166666666666666,0.03568379650952703
36,0.6533201459593774,False,0.567111111111111,0.5166666666666666,0.03349958540373631
37,0.7337467970651381,False,0.5698518518518518,0.5193333333333332,0.03285659074760428
38,0.8240743309893661,False,0.5723703703703703,0.5193333333333332,0.03558401638688671
39,0.9255215909791353,False,0.5734814814814815,0.5186666666666666,0.03930507459462313
40,1.0394574653722626,False,0.5751111111111112,0.5213333333333334,0.041931160516043696
41,1.1674193588234587,False,0.5762962962962963,0.5206666666666666,0.041787823851239504
42,1.3111339374215643,False,0.5780740740740742,0.5226666666666666,0.044040385506436644
43,1.4725404276241223,False,0.5802962962962963,0.5226666666666666,0.04434210439550904
44,1.6538167833956732,False,0.5817037037037037,0.5206666666666666,0.04157456487378364
45,1.8574090746385719,False,0.5838518518518518,0.5166666666666667,0.0444472221354221
46,2.0860644934719588,False,0.5860740740740741,0.5153333333333333,0.04300387579432037
47,2.342868423732233,False,0.5875555555555555,0.5166666666666666,0.04013864859597432
48,2.6312860738959447,False,0.589037037037037,0.5146666666666667,0.04063933507767513
49,2.955209235202888,False,0.5898518518518518,0.5133333333333334,0.041739935579996085
50,3.319008795914677,False,0.5916296296296297,0.512,0.03975480404233487
51,3.7275937203149416,False,0.5931851851851851,0.5106666666666667,0.03946306289852997
52,4.186477288289951,False,0.5942962962962962,0.51,0.03901566636906541
53,4.701851489299856,False,0.5961481481481481,0.5066666666666666,0.03921450978627399
54,5.280670574582637,False,0.5977037037037036,0.5046666666666667,0.04142463035441597
55,5.930744895010559,False,0.5991111111111111,0.5033333333333333,0.04281744192888378
56,6.660846290809161,False,0.6008148148148148,0.502,0.04432706722634478
57,7.480826455225086,False,0.6021481481481482,0.5,0.04361447262345633
58,8.401749869294344,False,0.6036296296296297,0.496,0.04454211490264018
59,9.43604310147889,False,0.6051851851851853,0.49733333333333335,0.04945929864264375
60,10.597662486760708,False,0.6071851851851852,0.4953333333333333,0.05068859174738763
61,11.902282447787156,False,0.6087407407407407,0.4953333333333334,0.050248272496563384
62,13.367506999197078,False,0.6107407407407408,0.4960000000000001,0.049906579392567735
63,15.013107289081743,False,0.6128888888888888,0.49400000000000005,0.051419840528729756
64,16.861288382868803,False,0.6151111111111112,0.4946666666666667,0.05066666666666668
65,18.936988889503603,False,0.6165925925925926,0.4926666666666667,0.05185021161426871
66,21.268217472962103,False,0.6181481481481481,0.4906666666666667,0.05267932337370243
67,23.88643078984598,False,0.6193333333333333,0.48933333333333334,0.05148462553682086
68,26.826957952797272,False,0.6217037037037036,0.4846666666666667,0.050512924638705645
69,30.12947724726992,False,0.6234074074074074,0.48533333333333334,0.04777726097911713
70,33.83855153428233,False,0.6252592592592593,0.484,0.04981744451271842
71,38.00422956365886,False,0.6264444444444446,0.48533333333333334,0.04969238707622461
72,42.68272131163821,False,0.6276296296296296,0.4846666666666667,0.04989321931218044
73,47.93715645558219,False,0.6287407407407407,0.48600000000000004,0.04718285941125468
74,53.83843622033489,False,0.63,0.48599999999999993,0.045455717156615436
75,60.46619009070436,False,0.6305925925925926,0.48599999999999993,0.045455717156615436
76,67.90985029955714,False,0.6314814814814815,0.48533333333333334,0.044502184715409704
77,76.26985859023443,False,0.6323703703703705,0.48533333333333334,0.04460194315647395
78,85.659021536855,False,0.6331111111111112,0.48599999999999993,0.04486523028904331
79,96.2040327106476,False,0.6332592592592593,0.4873333333333333,0.045062918976323176
80,108.04718223181285,False,0.6335555555555555,0.488,0.044502184715409704
81,121.34827677491431,False,0.6333333333333333,0.488,0.044502184715409704
82,136.28679593557754,False,0.6333333333333334,0.488,0.04440220214759123
83,153.06431405563595,False,0.6344444444444444,0.4906666666666667,0.04383808592739626
84,171.90722018585745,False,0.6345185185185185,0.488,0.046264937527726605
85,193.06977288832496,False,0.634888888888889,0.4873333333333333,0.04516143881183988
86,216.8375310987433,False,0.6348888888888888,0.48600000000000004,0.045748102571460725
87,243.53120734334175,False,0.6351111111111112,0.48600000000000004,0.045748102571460725
88,273.5109953041211,False,0.6351851851851852,0.4846666666666667,0.04462684792314551
89,307.18143012686966,False,0.6353333333333333,0.48533333333333334,0.04400000000000002
90,344.99684705497157,False,0.6349629629629631,0.48533333333333334,0.04400000000000002
91,387.4675120456128,False,0.6349629629629631,0.48533333333333334,0.04410089442277663
92,435.16650709244203,False,0.6351851851851853,0.48533333333333334,0.04410089442277663
93,488.73746316244274,False,0.6349629629629631,0.48533333333333334,0.04410089442277663
94,548.9032450921558,False,0.6342962962962962,0.4846666666666667,0.044726328313918706
95,616.4757056337161,False,0.634962962962963,0.4846666666666667,0.044726328313918706
96,692.3666402678734,False,0.6338518518518518,0.484,0.04383808592739626
97,777.6000906038043,False,0.6348148148148149,0.4846666666666667,0.04382287581211946
98,873.3261623828438,False,0.6339259259259259,0.4846666666666667,0.04382287581211946
99,980.8365445406671,False,0.6343703703703703,0.4833333333333334,0.04504318915095699
100,1101.5819387358995,False,0.6346666666666667,0.4840000000000001,0.045038255344145434
101,1237.191634532162,False,0.6342222222222222,0.48533333333333334,0.04369591895513051
102,1389.4954943731389,False,0.6340740740740742,0.4846666666666667,0.04686149805543992
103,1560.5486450070748,False,0.6340000000000001,0.48600000000000004,0.046994089462872285
104,1752.6592085367583,False,0.634,0.4866666666666667,0.04714045207910316
105,1968.4194472866113,False,0.6340740740740741,0.48600000000000004,0.044865230289043316
106,2210.740742743128,False,0.6342222222222221,0.48533333333333334,0.04349201714746692
107,2482.89288056033,False,0.6340740740740742,0.4853333333333333,0.039642849992849345
108,2788.5481717262915,False,0.6347407407407407,0.48600000000000004,0.04103656905736639
109,3131.8310052438446,False,0.6336296296296295,0.4833333333333333,0.035308167138307624
110,3517.37350096938,False,0.631851851851852,0.4813333333333333,0.034227993741315826
111,3950.3780135666484,False,0.6338518518518519,0.4826666666666667,0.03172100600898752
112,4436.687330978616,False,0.6339259259259259,0.4833333333333333,0.029851484236317487
113,4982.863514647306,False,0.6344444444444445,0.488,0.03208322510804257
114,5596.276445319552,False,0.6357037037037037,0.4873333333333334,0.03258493175959983
115,6285.203269240097,False,0.6359259259259258,0.48666666666666664,0.033199732261303294
116,7058.9400866187525,False,0.635925925925926,0.488,0.030375428666385363
117,7927.927389450606,False,0.636074074074074,0.4873333333333333,0.027720830515055726
118,8903.890941296735,False,0.636962962962963,0.48600000000000004,0.024303634844744244
119,10000.0,False,0.6352592592592592,0.48666666666666664,0.026331223544175324
0,0.01,True,0.37859259259259254,0.33066666666666666,0.05078932521264242
1,0.011231045018329522,True,0.3879259259259259,0.3493333333333334,0.06016274225428521
2,0.012613637220374436,True,0.3993333333333334,0.36133333333333334,0.06625204399362583
3,0.014166432746690208,True,0.4177037037037037,0.38466666666666666,0.060372915192898294
4,0.015910384392721525,True,0.4292592592592593,0.4046666666666666,0.037243940595902456
5,0.017869024337358284,True,0.4412592592592593,0.42333333333333334,0.03702851753866351
6,0.020068781676649675,True,0.4597777777777778,0.4493333333333333,0.02999259167787198
7,0.022539339047347912,True,0.4654814814814815,0.454,0.03217314269870307
8,0.02531403315241567,True,0.475925925925926,0.45533333333333326,0.02875953948016398
9,0.028430304593026635,True,0.48674074074074075,0.466,0.03147485769096767
10,0.031930203076910274,True,0.49118518518518517,0.4766666666666667,0.031304951684997064
11,0.03586095482011831,True,0.49696296296296294,0.48200000000000004,0.022715633383201084
12,0.040275599798502974,True,0.49718518518518523,0.4813333333333333,0.022271057451320093
13,0.04523370744772101,True,0.4988888888888889,0.4846666666666667,0.02565584187319181
14,0.05080218046913023,True,0.5011851851851852,0.488,0.024367555843329416
15,0.057056157587810206,True,0.5037777777777779,0.48933333333333334,0.022939534045447015
16,0.06408002744416,True,0.5061481481481482,0.49799999999999994,0.03211783858785576
17,0.07196856730011521,True,0.5081481481481481,0.4993333333333333,0.03119116684077224
18,0.08082822192522715,True,0.5085925925925926,0.5013333333333334,0.032632635334721126
19,0.09077853991937558,True,0.5115555555555555,0.5033333333333333,0.03666666666666666
20,0.10195378685327301,True,0.5122222222222222,0.5053333333333334,0.031664912232101126
21,0.11450475699382819,True,0.513037037037037,0.504,0.033492951165547916
22,0.12860080806105664,True,0.514074074074074,0.5033333333333333,0.034156502553198666
23,0.14443214647272812,True,0.514962962962963,0.5046666666666666,0.03627671429443411
24,0.16221239391291728,True,0.5146666666666666,0.5039999999999999,0.031155523854794465
25,0.18218146985669748,True,0.5142962962962963,0.504,0.032
26,0.2046088289466012,True,0.5143703703703704,0.5033333333333333,0.031587620641285695
27,0.22979709690469627,True,0.5156296296296297,0.5026666666666666,0.03255081497528989
28,0.2580861540418075,True,0.5161481481481481,0.5026666666666666,0.03295788558482207
29,0.2898577214651068,True,0.5162222222222222,0.502,0.0325303277300156
30,0.3255405118685032,True,0.5177777777777778,0.5033333333333333,0.03402613374713291
31,0.36561601440851954,True,0.5177777777777777,0.5026666666666666,0.03309246305597561
32,0.4106249917244298,True,0.5177777777777778,0.5026666666666666,0.03172100600898751
33,0.46117477677082586,True,0.5174074074074075,0.5006666666666667,0.031474857690967646
34,0.5179474679231213,True,0.5179259259259259,0.502,0.031699982474583284
35,0.5817091329374358,True,0.5181481481481481,0.5013333333333334,0.03370459909270542
36,0.6533201459593774,True,0.5191851851851852,0.5006666666666667,0.03325991915537711
